date,pop,rgdp,unemp,ygap_hp,ur_hp,lcpi,pgdp,pi,pix,ffr,tbill3,lpcom,ff4,onrun10,ir_1,ir_2,ir_3,rr_1,rr_2,rr_3,rr_4,gk_var_1,gk_var_2,mp1_tc,ff4_tc,ed2_tc,ed3_tc,ed4_tc,ff1_vr,ff4_vr,ed2_vr,ff1_gkgreen,ff4_gkgreen,ed2_gkgreen,mar_raw,mar_svariv,ad,ford_tfp,bp_tfp_news_sr,bp_tfp_news_lr,bs_tfp_news,bzk_ist_news,bzk_ist,bzk_tfp
2008,303708,14889.35807,5,1.564963035,-1.534033764,5.360207179,98.516,3.35376,2.2232,3.18,2.04,6.088682344,-0.0217,0.0609,-0.090146167,-0.16968135,0.570736583,,,,,-0.243546672,-0.031494448,-0.1756424,-0.070483933,-0.054462333,-0.045215033,-0.035698867,,,,,,,0.004365,-1.682902975,-0.172526298,-0.693021612,-0.090094693,-0.033081394,,0.025970607,-0.054196436,-1.011158489
2008.25,304332,14963.38199,5.333333333,1.890155153,-1.451745975,5.373112891,98.995,4.11448,1.9148,2.08,1.63,6.141418547,-0.02,-0.0026,-0.020656333,-0.006682967,-0.0881397,,,,,0.206704075,0.027039902,-0.0048965,-0.0102903,-0.0257634,-0.026171967,-0.018419333,,,,,,,0.0130104,0.258923186,0.024563128,0.124775468,0.041758854,0.013163681,,-2.845225456,1.085922838,0.790213376
2008.5,305051,14891.69585,6,1.17438894,-0.975820355,5.388436639,99.673,4.14188,1.88016,1.94,1.49,6.098856639,0.03,0.0204,-0.066553367,-0.315375667,0.713274067,,,,,0.247370327,0.205166967,0.014194967,0.014000033,-0.0021667,-0.002833367,-0.009000067,,,,,,,0.039716133,1.799237329,0.107593557,-0.596058175,-0.115444317,-0.03658716,,-0.850967177,0.063112449,0.312377448
2008.75,305781,14576.8672,6.866666667,-1.177127705,-0.300652779,5.365209047,99.815,-6.00008,0.18616,0.51,0.3,5.814497697,-0.0817,-0.0572,-0.1806068,0.05667875,0.322901467,,,,,0.122552195,0.105597565,-0.061801133,-0.031826333,-0.059919333,-0.073306467,-0.079139767,,,,,,,0.0002299,1.314580481,,-1.512904278,-0.258023649,-0.083060652,,2.139044667,-3.279317926,-1.002496484
2009,306399,14374.98751,8.266666667,-2.469808036,0.879970771,5.358364958,100.062,-2.39992,0.36648,0.18,0.21,5.758132449,-0.0033,-0.1417,-0.108513233,0.115833867,0.0894879,,,,,0.167905041,0.069788576,-0.0241672,-0.031345667,-0.0599463,-0.063225733,-0.062473067,,,,,,,0.023441267,1.118835483,,0.554618897,-0.006296499,-0.000210494,,-0.857023521,0.785818366,-0.086205417
2009.25,306992,14355.47325,9.3,-2.785157132,1.672452216,5.363660429,99.895,1.79828,1.804,0.18,0.17,5.857280211,0.0017,0.0563,0,0,0,,,,,0.075844925,-0.020208576,0.0016667,-0.000161333,-0.004912067,-2.33E-05,0.007835133,,,,,,,0.031707367,0.435805967,,1.010326619,0.086709693,0.030672139,,-1.540359946,-0.131244751,1.034590455
2009.5,307690,14402.39104,9.633333333,-2.606975672,1.782643498,5.372234378,99.873,2.76364,1.4188,0.15,0.16,5.925581414,-0.0067,-0.0195,0,0,0,,,,,-0.053341467,-0.067642646,-0.0004444,-0.003000033,-0.004500067,-0.003722267,0.001777733,,,,,,,-0.002231033,-0.137553221,,0.566699228,0.039850362,0.014629781,,-0.914223469,0.539600479,0.64315214
2009.75,308413,14541.92415,9.933333333,-1.718513105,1.915351275,5.380034128,100.169,3.09376,2.49504,0.12,0.06,5.992409284,-0.005,0.019,0,0,0,,,,,0.121095578,0.051611471,-0.008478967,-0.007856833,-0.028222233,-0.0355018,-0.040365633,,,,,,,-0.0110698,0.423062589,,-0.386037566,0.03899727,0.014411051,,-0.156971936,0.133193962,0.451101401
2010,309024,14604.86262,9.833333333,-1.560092216,1.674268055,5.381619294,100.522,1.36884,1.16064,0.13,0.11,6.055117356,-0.0033,0.0027,0,0,0,,,,,0.019448364,-0.001687885,-0.007556133,-0.002526933,-0.0018279,0.005537667,0.0145699,,,,,,,,0.32515877,,,-0.002161741,-0.005328605,,0.770908451,1.1321362,0.501362369
2010.25,309376,14745.86007,9.633333333,-0.891545006,1.36188925,5.381266542,100.968,0.45144,0.89152,0.19,0.15,6.066930308,-0.0033,0.0045,0,0,0,,,,,-0.073671517,-0.029064966,-0.000389433,-0.004946233,-0.0089499,-0.011813667,-0.011759833,,,,,,,,-0.231168768,,,-0.011706442,-0.001899416,,-0.353914333,-0.517269334,0.030837297
2010.5,309991,14845.55699,9.466666667,-0.430903588,1.179663853,5.384193006,101.429,0.70504,0.53732,0.19,0.16,6.106393901,0.0017,-0.0231,-0.1563025,0.1509233,0.185360367,,,,,-0.003004003,0.00433041,0.002452233,0.0005556,-0.005333233,-0.011555533,-0.013222233,,,,,,,,0.049151649,,,-0.062450729,-0.01302729,,-0.581088807,-0.293194682,-0.438959988
2010.75,310654,14939.03815,9.5,-0.229147758,1.128189678,5.392254803,101.949,2.4222,1.09248,0.19,0.14,6.20617348,0.0017,0.0307,-0.072591,0.078414267,0.056243,,,,,-0.021615796,-0.025308809,0.002776633,0.002777733,-0.005555633,-0.004856667,-0.004856667,,,,,,,,0.008958374,,,0.100160591,0.030513631,,-0.462632294,0.729651947,-0.741431402
2011,311205,14881.39533,9.066666667,-0.793942498,0.60732725,5.402815359,102.399,3.49504,1.8984,0.15,0.13,6.31996509,-0.0017,0.0114,0,0,0,,,,,-0.025992043,-0.002122301,-0.001666533,-0.0016666,-0.0016667,-0.002204333,-0.005376367,,,,,,,,-0.109632349,,,0.045827784,0.008983142,,-0.182009488,0.263386062,-1.090419938
2011.25,311733,14989.48083,9.066666667,-0.430753272,0.716231972,5.414275123,103.145,3.93992,2.33852,0.09,0.05,6.335018893,-0.0033,0.0029,0,0,0,,,,,-0.025882508,0.007719435,0,-0.000500033,0.000500033,0.0020054,0.0045108,,,,,,,,0.082435745,,,-0.021268327,-0.006926636,,0.323513877,-0.927523662,-0.665286427
2011.5,312360,15021.10477,9,-0.832459917,0.653679672,5.420793448,103.768,1.94056,1.9288,0.08,0.02,6.294289966,0.005,-0.0221,-0.260478467,0.223170933,0.4745175,,,,,-0.137064646,-0.034796871,-0.001420033,-0.0006111,0.008944533,-0.003277767,-0.015944467,,,,,,,,-0.532392417,,,-0.071648985,-0.021836281,,0.039996979,0.303153612,-0.359172487
2011.75,313001,15190.2961,8.633333333,-0.077689412,0.31799853,5.425115687,103.917,1.36416,1.482,0.07,0.01,6.203558012,0.0033,-0.0038,0,0,0,,,,,-0.139968469,-0.054386576,0.002733867,0.007777767,0.017598467,0.019820767,0.021487467,,,,,,,,-0.27674608,,,-0.001818405,0.004567962,,1.431770519,-0.176515465,0.50926728
2012,313538,15291.00377,8.266666667,0.281767466,0.107108176,5.430673193,104.466,2.74464,2.62912,0.1,0.07,6.207322607,0,-0.0036,-0.065510533,0.079078633,0.010049667,,,,,-0.153648248,-0.075745534,-0.001110567,0,-0.0026881,-0.0039785,-0.006290333,,,,,,,,-0.630219617,,,0.053801849,0.01902879,,-0.992010885,-0.209624184,0.179130001
2012.25,314060,15362.53014,8.2,0.269250249,0.118729493,5.433114331,104.943,0.95912,1.64924,0.15,0.09,6.178277282,0.0033,-0.0078,-0.007780933,0.004710367,0.047903067,,,,,0.047008997,0.043697614,0.0009179,0.0012222,0.0030896,0.0043799,0.005025067,,,,,,,,0.315651027,,,-0.028257605,-0.012394157,,,,
2012.5,314677,15380.72942,8,-0.057843682,0.050516419,5.437487954,105.508,1.14524,1.13636,0.14,0.1,6.189721032,0.0117,0.0348,0.054150167,-0.044833567,-0.107068133,,,,,-0.05403728,-0.018521142,,,,,,,,,,,,,-0.412727422,,,0.043656193,0.010756263,,,,
2012.75,315334,15384.24506,7.8,-0.425155389,4.87E-05,5.444014632,105.935,2.2466,1.76832,0.16,0.09,6.180057747,-0.0017,0.0089,0.0420946,-0.049776567,-0.039648167,,,,,0.015354523,-0.012661576,,,,,,,,,,,,,0.182948581,,,-0.00887763,-0.003980736,,,,
2013,315870,15457.16085,7.733333333,-0.04264625,0.064874461,5.447441132,106.363,1.42312,1.58552,0.14,0.09,6.186846281,0.0033,-0.0044,0,0,0,,,,,-0.116830017,-0.025140278,,,,,,,,,,,,,-0.295374139,,,0.05635551,0.014777357,,,,
2013.25,316403,15500.2204,7.533333333,-0.435451353,0.042541867,5.447087999,106.623,0.2984,1.24124,0.12,0.05,,0,0.0265,0.111866567,-0.126106833,-0.042422233,,,,,0.005062296,-0.010010754,,,,,,,,,,,,,-0.103765118,,,0.027149634,0.00770092,,,,
2013.5,317024,15614.49854,7.233333333,-0.186758421,-0.069441509,5.452704196,107.128,1.61888,1.54412,0.09,0.03,,0,-0.0451,-0.0461828,0.057901667,-0.028038633,,,,,-0.051491657,0.009824723,,,,,,,,,,,,,-0.012049482,,,0.010103489,0.000603629,,,,
2013.75,317672,15761.4626,6.966666667,0.062694772,-0.173594674,5.456228438,107.589,1.63208,1.90532,0.09,0.06,,0,0.013,0.051741933,-0.060806,-0.026189967,,,,,0.036000623,0.012306823,,,,,,,,,,,,,-0.172380571,,,0.032636918,0.010238131,,,,
2014,318202,15724.8933,6.633333333,-0.778290923,-0.17239323,5.461390296,108.009,1.87148,1.31552,0.07,0.05,,0,0.0117,0.041125933,-0.0595283,0.092976367,,,,,-0.116337463,-0.062286336,,,,,,,,,,,,,-0.442099855,,,0.026289603,-0.00074334,,,,
2014.25,318736,15901.51557,6.2,-0.002159311,-0.468204287,5.467408268,108.606,1.91356,1.87708,0.09,0.03,,0,0.0015,-0.008486967,0.010044067,-0.033438933,,,,,-0.091000784,-0.019273815,,,,,,,,,,,,,-0.641051042,,,0.00415878,0.005603074,,,,
2014.5,319358,16068.8346,6.066666667,0.634472023,-0.363287205,5.470351385,109.044,1.07604,1.4812,0.09,0.03,,0,0.0039,0.0102251,-0.021227367,0.064670667,,,,,-0.009400077,0.00870406,,,,,,,,,,,,,-0.088259799,,,0.005048926,0.003154395,,,,
2014.75,320006,16151.44819,5.7,0.612494155,-0.559608718,5.468203198,109.067,-0.50944,1.09648,0.1,0.02,,0.0017,0.0005,0.067367133,-0.074009533,-0.007369467,,,,,-0.010627815,0.011052804,,,,,,,,,,,,,-0.067043183,,,0.016078966,0.001317222,,,,
2015,320536,16177.32518,5.566666667,0.806526114,-0.558908507,5.460438765,109.099,-1.74772,0.7294,0.11,0.03,,-0.0083,-0.0229,-0.0294431,0.0280861,-0.0139123,,,,,0.072596362,0.041166561,,,,,,,,,,,,,,,,0.015861543,0.000318685,,,,
2015.25,321070,16333.58864,5.4,0.954269014,-0.462576494,5.467772525,109.674,1.97384,1.704,0.13,0.02,,-0.0067,-0.0174,0.028492333,-0.020295733,-0.1208319,,,,,0.160522677,0.095140122,,,,,,,,,,,,,,,,0.002367674,0.000830161,,,,
2015.5,321692,16417.8277,5.166666667,0.691209022,-0.571653287,5.47170425,110.031,1.12828,1.35664,0.13,0.04,,-0.0183,-0.0185,-0.059455,0.0341899,-0.021391733,,,,,0.105615298,0.055525225,,,,,,,,,,,,,,,,-0.047343172,-0.014692241,,,,
2015.75,,,,0.128541369,-0.486890381,,,-0.33032,0.98888,,,,0.0117,-0.0029,-0.0320935,0.004851067,0.137550433,,,,,0.182550342,0.07943266,,,,,,,,,,,,,,,,,,,,,
2016,,,,0.033306022,-0.40868199,,,0.16788,1.65256,,,,-0.0217,-0.0288,-0.011358833,0.009684433,-0.101009567,,,,,0.034672105,0.022347717,,,,,,,,,,,,,,,,,,,,,
2016.25,,,,-0.097230694,-0.237118018,,,2.37504,1.99388,,,,-0.0083,-0.0074,-0.016851367,0.012327833,-0.009202967,,,,,-0.062643187,-0.051904449,,,,,,,,,,,,,,,,,,,,,
2016.5,,,,-0.158862565,-0.072032947,,,1.67068,1.94872,,,,-0.0067,-0.015,,,,,,,,0.043103661,0.025847467,,,,,,,,,,,,,,,,,,,,,
2016.75,,,,-0.262741538,-0.013113057,,,1.79408,1.43908,,,,0.005,0.0201,,,,,,,,0.068156387,-0.003571899,,,,,,,,,,,,,,,,,,,,,
2017,,,,-0.305870491,-0.05999961,,,2.07228,1.66004,,,,,,,,,,,,,0.061399202,0.027870973,,,,,,,,,,,,,,,,,,,,,
2017.25,,,,-0.384124583,-0.112325669,,,0.91248,1.31108,,,,,,,,,,,,,-0.003714244,-0.016266482,,,,,,,,,,,,,,,,,,,,,
2017.5,,,,-0.210325674,-0.0696868,,,1.65664,1.46552,,,,,,,,,,,,,0.06025212,0.02856669,,,,,,,,,,,,,,,,,,,,,
2017.75,,,,0.044677601,-0.131608365,,,2.64196,2.15688,,,,,,,,,,,,,0.022982382,-0.032002035,,,,,,,,,,,,,,,,,,,,,
2018,,,,0.0570527,0.002427829,,,2.50096,2.2694,,,,,,,,,,,,,0.174412276,0.047346683,,,,,,,,,,,,,,,,,,,,,
2018.25,,,,0.301896558,-0.06697777,,,2.18868,2.11,,,,,,,,,,,,,0.066519764,0.002790799,,,,,,,,,,,,,,,,,,,,,
2018.5,,,,0.404026058,-0.039226231,,,1.57424,1.56172,,,,,,,,,,,,,0.035470669,-0.027977052,,,,,,,,,,,,,,,,,,,,,
2018.75,,,,0.056074093,0.086323235,,,1.32456,1.7312,,,,,,,,,,,,,0.139057199,0.063595546,,,,,,,,,,,,,,,,,,,,,
2019,,,,0.199567513,0.310335939,,,0.39472,1.04752,,,,,,,,,,,,,0.070680046,-0.005397246,,,,,,,,,,,,,,,,,,,,,
2019.25,,,,0.079422242,0.133423236,,,2.36224,1.84668,,,,,,,,,,,,,0.04560628,0.01336607,,,,,,,,,,,,,,,,,,,,,
2019.5,,,,-0.018588795,0.256002521,,,1.47916,2.09188,,,,,,,,,,,,,0.030909788,-0.015959115,,,,,,,,,,,,,,,,,,,,,
2019.75,,,,-0.122323883,0.278407801,,,1.54768,1.31788,,,,,,,,,,,,,0.026483418,-0.003593584,,,,,,,,,,,,,,,,,,,,,
